user_id,new_id,order
28785,77275,1
28785,77264,2
28785,286068,3
29101,1462,0
29101,147,1
29101,360,2
29101,362,3
29095,134,0
29095,41679,1
29095,11151,2
29095,36356,3
29109,9987,0
29109,2996,1
29109,719,2
29109,140,3
29129,694178,0
29129,11796518,1
29129,875815,2
29129,597815,3
28881,414799,0
28881,412340,1
28881,413517,2
28881,375855,3
29124,16061,0
29124,16048,1
29124,157355,2
29124,150936,3
28994,200,0
28994,49,1
28994,48,2
28994,567,3
29099,841940,0
29099,761214,1
29099,809815,2
29099,684722,3
29009,351222,0
29009,108,1
29009,357,2
29009,359,3
29116,636009,0
29116,1214542,1
29116,3509,2
29116,11977401,3
29125,528,0
29125,651,1
29125,1151,2
29125,331,3
29140,108,0
29140,357,1
29140,358,2
29140,355,3
29105,997,0
29105,4519,1
29105,695823,2
29105,135823,3
29153,681753,0
29153,570708,1
29153,590296,2
29153,355,3
29150,2002,0
29150,1481,1
29150,1064,2
29150,357,3
29138,775026,0
29138,806661,1
29138,2123,2
29138,141,3
29162,435848,0
29162,573,1
29162,4629,2
29162,1266831,3
29091,849937,0
29091,350198,1
29091,811528,2
29091,772825,3
29141,2308,0
29141,19733,1
29141,298,2
29141,126,3
29211,331,0
29211,344198,1
29211,45051,2
29211,145127,3
29161,439373,0
29161,147629,1
29161,201671,2
29161,404407,3
29190,45344,0
29190,729440,1
29190,729440,2
29190,732736,3
29192,3173,0
29192,2238,1
29192,885,2
29192,1603,3
29226,1825,0
29226,752,1
29226,1138,2
29226,533,3
29206,299,0
29206,109224,1
29206,357,2
29206,359,3
29209,994,0
29209,44329,1
29209,97972,2
29209,149960,3
29216,247555,0
29216,383666,1
29216,180632,2
29216,285722,3
29237,4153,0
29237,509,1
29237,609,2
29237,331,3
29239,5944,0
29239,2068,1
29239,44459,2
29239,968,3
29200,4457,0
29200,197184,1
29200,1291,2
29200,314243,3
29181,126951,0
29181,70,1
29181,11734,2
29181,622605,3
29270,1641,0
29270,1638,1
29270,1635,2
29270,356634,3
29245,11395,0
29245,18594,1
29245,59929,2
29245,923,3
29272,565000,0
29272,584049,1
29272,562,2
29272,415239,3
29281,638925,0
29281,638921,1
29281,325976,2
29281,638915,3
29285,199581,0
29285,26633,1
29285,139134,2
29285,29781,3
29240,1129049,0
29240,734966,1
29240,656042,2
29240,935001,3
29287,715,0
29287,716,1
29287,717,2
29287,2517,3
29301,620,0
29301,1014,1
29301,624,2
29301,623,3
29337,3285,0
29337,60664,1
29337,1090254,2
29337,754515,3
29289,10914,0
29289,1254583,1
29289,1218495,2
29289,1163047,3
29093,12220023,0
29093,1795,1
29093,34873,2
29093,66557,3
29298,103,0
29298,528091,1
29298,270610,2
29298,447624,3
29295,357,0
29295,562,1
29295,359,2
29295,355,3
29313,541651,0
29313,542437,1
29313,9058,2
29313,454313,3
29304,10871,0
29304,939,1
29304,1234,2
29304,1236,3
29346,2,0
29346,6687,1
29346,4510,2
29346,11658,3
29349,114,0
29349,620,1
29349,1014,2
29349,624,3
29362,627428,0
29362,868181,1
29362,515681,2
29362,696296,3
29358,74575,0
29358,9498,1
29358,222,2
29358,129853,3
29350,3463,0
29350,3267,1
29350,3326,2
29350,3328,3
29335,1105580,0
29335,747864,1
29335,11610552,2
29335,711182,3
29383,350473,0
29383,918608,1
29383,770401,2
29383,778872,3
29394,8750,0
29394,1003,1
29394,5782,2
29394,1052,3
29386,6732,0
29386,17407,1
29386,292,2
29386,1551,3
29385,2948,0
29385,7217,1
29385,14386,2
29385,13026,3
29393,174693,0
29393,49,1
29393,48,2
29393,567,3
29413,32454,0
29413,2097,1
29413,917,2
29413,2426,3
29303,617143,0
29303,57,1
29303,5083,2
29303,348,3
29437,1321,0
29437,8479,1
29437,8575,2
29437,3800,3
29432,2147,0
29432,4248,1
29432,3769,2
29432,3537,3
29407,1200,0
29407,620,1
29407,949,2
29407,1014,3
29342,581878,0
29342,801017,1
29342,417235,2
29342,672645,3
29399,300,0
29399,3801,1
29399,7345,2
29399,1576,3
29419,47,0
29419,411,1
29419,1032,2
29419,634,3
29458,727,0
29458,573,1
29458,781,2
29458,700,3
29454,95748,0
29454,27929,1
29454,5293,2
29454,42069,3
29379,11734125,0
29379,876315,1
29379,4947,2
29379,6740,3
29464,4482,0
29464,1236,1
29464,1230,2
29464,43825,3
29474,19914,0
29474,18562,1
29474,47661,2
29474,350,3
29429,603281,0
29429,16153,1
29429,10017,2
29429,419477,3
29372,50891,0
29372,5637,1
29372,5359,2
29372,5840,3
29482,286278,0
29482,64563,1
29482,2703,2
29482,246116,3
29467,141,0
29467,300,1
29467,114,2
29467,431400,3
29457,814222,0
29457,11690443,1
29457,304594,2
29457,10914,3
29492,3504,0
29492,2951,1
29492,10888,2
29492,1581,3
29406,122282599,0
29406,9599,1
29406,883896,2
29406,122248584,3
29418,4421,0
29418,679404,1
29418,695977,2
29418,533404,3
29486,1713,0
29486,1242819,1
29486,868111,2
29486,404369,3
29424,47661,0
29424,1462,1
29424,298,2
29424,736,3
29498,993,0
29498,986,1
29498,982,2
29498,588,3
29528,301237,0
29528,241,1
29528,131486,2
29528,182969,3
29466,315,0
29466,225,1
29466,220,2
29466,206060,3
29501,328,0
29501,979059,1
29501,415,2
29501,5596,3
29478,1133226,0
29478,602702,1
29478,4907,2
29478,296953,3
29558,57471,0
29558,144928,1
29558,171541,2
29558,188793,3
29564,1827,0
29564,3310,1
29564,2206,2
29564,970,3
29416,11979300,0
29416,11652092,1
29416,11994862,2
29416,11924768,3
29510,2116,0
29510,2121,1
29510,5181,2
29510,4016,3
29493,1246198,0
29493,13988,1
29493,252157,2
29493,336018,3
29561,608892,0
29561,367885,1
29561,445339,2
29561,315585,3
29525,17968,0
29525,13893,1
29525,1783,2
29525,10182,3
29577,112521,0
29577,112520,1
29577,2296,2
29577,11202,3
29584,110,0
29584,49,1
29584,48,2
29584,567,3
29569,5474,0
29569,4907,1
29569,7,2
29569,415,3
29546,397304,0
29546,337802,1
29546,367885,2
29546,315585,3
29567,6068,0
29567,146309,1
29567,52006,2
29567,4547,3
29575,1322,0
29575,318,1
29575,4130,2
29575,2297,3
29597,11817272,0
29597,764718,1
29597,861536,2
29597,879575,3
29582,11882220,0
29582,884597,1
29582,669745,2
29582,705980,3
29618,1746,0
29618,7585,1
29618,3132,2
29618,10662,3
29488,12014064,0
29488,12228145,1
29488,11762572,2
29488,940949,3
29664,3666,0
29664,17822,1
29664,34503,2
29664,4108,3
29692,315038,0
29692,1295,1
29692,14877,2
29692,945,3
29590,164966,0
29590,572128,1
29590,404407,2
29590,562953,3
29691,49,0
29691,18562,1
29691,48,2
29691,567,3
29658,7811,0
29658,6541,1
29658,10663,2
29658,3512,3
29709,5463,0
29709,1142,1
29709,3074,2
29709,183,3
29634,1114005,0
29634,533,1
29634,3722,2
29634,12206989,3
29708,7736,0
29708,11183,1
29708,914,2
29708,677,3
29586,669151,0
29586,682976,1
29586,11969693,2
29586,11913487,3
29669,813753,0
29669,722469,1
29669,11713621,2
29669,817178,3
29719,23926,0
29719,34591,1
29719,34605,2
29719,34600,3
29677,331,0
29677,1412,1
29677,5520,2
29677,1824,3
29715,731654,0
29715,713410,1
29715,1494,2
29715,546349,3
29714,2509,0
29714,125247,1
29714,408201,2
29714,194616,3
29723,6770,0
29723,912,1
29723,3173,2
29723,1231,3
29596,334913,0
29596,289197,1
29596,717689,2
29596,678766,3
29721,1295,0
29721,54819,1
29721,347,2
29721,20351,3
29682,11717144,0
29682,595755,1
29682,849644,2
29682,782422,3
29726,797,0
29726,1603,1
29726,2093,2
29726,848,3
29730,11647607,0
29730,339262,1
29730,905,2
29730,12106828,3
29753,42784,0
29753,12110,1
29753,36985,2
29753,36940,3
29716,983,0
29716,984,1
29716,9884,2
29716,6764,3
29632,3777,0
29632,584561,1
29632,414193,2
29632,612,3
29783,651,0
29783,89795,1
29783,1105,2
29783,896,3
29790,356,0
29790,29359,1
29790,736,2
29790,25835,3
29841,1,0
29841,748,1
29841,16896,2
29841,779,3
29740,12371,0
29740,361489,1
29740,12366,2
29740,12365,3
29712,655,0
29712,654,1
29712,656,2
29712,658,3
29772,12182674,0
29772,678885,1
29772,11995457,2
29772,11928791,3
29832,108,0
29832,357,1
29832,3307,2
29832,358,3
29804,615632,0
29804,315585,1
29804,1092,2
29804,5323,3
29821,7,0
29821,674,1
29821,315,2
29821,675,3
29809,740192,0
29809,8295,1
29809,2218,2
29809,266986,3
29799,817348,0
29799,252328,1
29799,14025,2
29799,227259,3
29847,75533,0
29847,40,1
29847,534,2
29847,2874,3
29495,303998,0
29495,303996,1
29495,294829,2
29495,13866,3
29848,1158315,0
29848,577341,1
29848,27769,2
29848,1025643,3
29856,122249836,0
29856,1237,1
29856,564133,2
29856,1111508,3
29860,104218,0
29860,157355,1
29860,64463,2
29860,175390,3
29649,1090,0
29649,49,1
29649,1018,2
29649,48,3
29873,43128,0
29873,1145,1
29873,346,2
29873,6688,3
29833,750922,0
29833,12209495,1
29833,12109772,2
29833,307416,3
29781,2887,0
29781,60282,1
29781,45577,2
29781,35729,3
29822,64,0
29822,40413,1
29822,187321,2
29822,2296,3
29879,3129,0
29879,1669,1
29879,982,2
29879,983,3
29885,86665,0
29885,148,1
29885,978,2
29885,2211,3
29766,900615,0
29766,656876,1
29766,31638,2
29766,11752532,3
29824,1153433,0
29824,11846402,1
29824,1103817,2
29824,927534,3
29883,1122,0
29883,2538,1
29883,966,2
29883,1343,3
29884,1338,0
29884,1796,1
29884,2067,2
29884,2088,3
29926,721622,0
29926,292260,1
29926,348,2
29926,7,3
29890,836022,0
29890,683,1
29890,608299,2
29890,250634,3
29858,40413,0
29858,715,1
29858,716,2
29858,717,3
29886,1133226,0
29886,12249843,1
29886,12028708,2
29886,1693,3
29933,619505,0
29933,59065,1
29933,752435,2
29933,719432,3
29923,16061,0
29923,749904,1
29923,11642422,2
29923,11817013,3
29949,10214,0
29949,358,1
29949,108,2
29949,357,3
29906,7241,0
29906,224432,1
29906,527,2
29906,1420,3
29912,56498,0
29912,49,1
29912,48,2
29912,567,3
29925,760869,0
29925,417453,1
29925,693655,2
29925,2278,3
29951,22161,0
29951,348,1
29951,7,2
29951,103,3
29918,11715148,0
29918,940959,1
29918,11862785,2
29918,12213226,3
29962,1918,0
29962,53962,1
29962,175390,2
29962,144526,3
29877,11777503,0
29877,50370,1
29877,12198676,2
29877,12018863,3
29957,40599,0
29957,1376,1
29957,21152,2
29957,357,3
29978,173521,0
29978,1622,1
29978,5059,2
29978,2999,3
29937,108,0
29937,358,1
29937,355,2
29937,359,3
29952,4031,0
29952,2572,1
29952,4024,2
29952,22800,3
29695,678646,0
29695,749684,1
29695,5523,2
29695,769841,3
29981,600,0
29981,48358,1
29981,1202,2
29981,1724,3
29988,852627,0
29988,772360,1
29988,726995,2
29988,122256383,3
29966,996,0
29966,1292,1
29966,2070,2
29966,9549,3
29927,141408,0
29927,361737,1
29927,256375,2
29927,270703,3
29891,11854639,0
29891,11716628,1
29891,1271569,2
29891,799821,3
30009,758047,0
30009,2178,1
30009,170442,2
30009,679404,3
30002,141,0
30002,693,1
30002,248,2
30002,180,3
29995,49555,0
29995,107954,1
29995,108,2
29995,524274,3
29996,609113,0
29996,591605,1
29996,650002,2
29996,1252558,3
30015,56676,0
30015,764626,1
30015,650479,2
30015,435,3
30032,42872,0
30032,586,1
30032,1233,2
30032,1830,3
30025,864976,0
30025,19866,1
30025,66503,2
30025,4230,3
30017,212779,0
30017,226600,1
30017,74328,2
30017,237333,3
29869,307073,0
29869,423970,1
29869,851067,2
29869,778843,3
30021,300,0
30021,956,1
30021,4147,2
30021,927,3
30055,108,0
30055,1128,1
30055,158583,2
30055,158590,3
30024,12018870,0
30024,849245,1
30024,11913511,2
30024,11653604,3
30049,715,0
30049,716,1
30049,717,2
30049,2517,3
30077,2,0
30077,49,1
30077,56,2
30077,18562,3
30064,15808,0
30064,3074,1
30064,1584,2
30064,14877,3
30079,37134,0
30079,719432,1
30079,176546,2
30079,5770,3
30078,25247,0
30078,9334,1
30078,16082,2
30078,1691,3
30048,413527,0
30048,592988,1
30048,147529,2
30048,185099,3
30047,660471,0
30047,120605,1
30047,181395,2
30047,177727,3
29990,108106,0
29990,677,1
29990,108,2
29990,150936,3
30088,662777,0
30088,439373,1
30088,819,2
30088,2539,3
30082,625288,0
30082,6266,1
30082,316402,2
30082,222,3
30041,136,0
30041,590209,1
30041,732511,2
30041,409574,3
30066,203490,0
30066,358684,1
30066,208930,2
30066,148197,3
30065,12079835,0
30065,1133031,1
30065,1041131,2
30065,12037033,3
30067,763202,0
30067,11927296,1
30067,11609687,2
30067,11905393,3
30089,1768,0
30089,1795,1
30089,1647,2
30089,1109,3
30090,1561,0
30090,1196,1
30090,7644,2
30090,1713,3
30097,385862,0
30097,237346,1
30097,2735,2
30097,330716,3
29935,564764,0
29935,145273,1
29935,1069661,2
29935,566307,3
30132,1043,0
30132,102,1
30132,103,2
30132,31544,3
30061,29710,0
30061,32955,1
30061,1068,2
30061,19378,3
30133,1056,0
30133,1057,1
30133,1058,2
30133,641,3
30131,19900,0
30131,1018,1
30131,1015,2
30131,26339,3
30166,219,0
30166,5469,1
30166,222,2
30166,7301,3
30220,562,0
30220,43144,1
30220,402220,2
30220,222,3
30126,12055226,0
30126,847015,1
30126,1185405,2
30126,12227680,3
30226,14,0
30226,13166,1
30226,43972,2
30226,25867,3
30099,1200,0
30099,562,1
30099,359,2
30099,355,3
30216,1437,0
30216,4632,1
30216,4636,2
30216,5864,3
30214,4,0
30214,6861,1
30214,17156,2
30214,3297,3
30208,776816,0
30208,12142,1
30208,384403,2
30208,292,3
30246,608469,0
30246,111309,1
30246,346,2
30246,1069,3
30242,1731,0
30242,1751,1
30242,765668,2
30242,185011,3
30163,13988,0
30163,953,1
30163,954,2
30163,1500,3
30256,188848,0
30256,30087,1
30256,32930,2
30256,29224,3
30289,6008,0
30289,2694,1
30289,12036,2
30289,300,3
30266,225,0
30266,220,1
30266,37334,2
30266,5691,3
30100,1034372,0
30100,12234885,1
30100,735926,2
30100,835776,3
30251,341688,0
30251,17724,1
30251,1012,2
30251,886208,3
30194,12125860,0
30194,122290223,1
30194,122291295,2
30194,11900418,3
30290,73680,0
30290,103,1
30290,2298,2
30290,731,3
30298,1823,0
30298,1198,1
30298,114,2
30298,1097,3
30292,1168,0
30292,3047,1
30292,13462,2
30292,19726,3
30268,31001,0
30268,1041,1
30268,1527,2
30268,49,3
30304,47661,0
30304,3,1
30304,2138,2
30304,2,3
30254,683,0
30254,369556,1
30254,1194,2
30254,941,3
30325,95748,0
30325,959,1
30325,1014,2
30325,630,3
30227,300,0
30227,5094,1
30227,941,2
30227,30485,3
30318,13566,0
30318,359,1
30318,562,2
30318,1200,3
30337,2548,0
30337,1785,1
30337,222,2
30337,11403,3
30351,535881,0
30351,418720,1
30351,1473,2
30351,6544,3
30366,141267,0
30366,541816,1
30366,312435,2
30366,137993,3
30341,1091832,0
30341,362626,1
30341,677788,2
30341,1127922,3
30355,36940,0
30355,97972,1
30355,331,2
30355,357,3
30270,12365,0
30270,4332,1
30270,692287,2
30270,782206,3
30367,721,0
30367,34117,1
30367,12749,2
30367,717,3
30372,11100,0
30372,20078,1
30372,59548,2
30372,307898,3
30373,2278,0
30373,744135,1
30373,847479,2
30373,1322,3
30378,14780,0
30378,4640,1
30378,4761,2
30378,4641,3
30116,1707,0
30116,8646,1
30116,819,2
30116,2830,3
30321,108,0
30321,23717,1
30321,622,2
30321,33695,3
30368,3068,0
30368,13537,1
30368,4557,2
30368,439373,3
30356,12034120,0
30356,12064483,1
30356,12084093,2
30356,12084091,3
30400,8785,0
30400,1447,1
30400,19733,2
30400,3700,3
30320,22747,0
30320,647588,1
30320,805079,2
30320,103,3
30360,509,0
30360,13,1
30360,7,2
30360,693,3
30385,941,0
30385,42921,1
30385,2400,2
30385,996,3
30398,2,0
30398,56,1
30398,141,2
30398,651,3
30402,146,0
30402,6723,1
30402,866,2
30402,1549,3
30375,879782,0
30375,1026915,1
30375,614205,2
30375,546841,3
30456,1631,0
30456,57375,1
30456,56490,2
30456,18562,3
30455,507,0
30455,23623,1
30455,34071,2
30455,47143,3
30405,56,0
30405,2,1
30405,108,2
30405,358,3
30441,38830,0
30441,3612,1
30441,5481,2
30441,6457,3
30448,1202,0
30448,1202,1
30448,62268,2
30448,1711,3
30445,915037,0
30445,2530,1
30445,45735,2
30445,181709,3
30464,275,0
30464,134,1
30464,1122,2
30464,29153,3
30391,2366,0
30391,11653633,1
30391,626322,2
30391,748463,3
30468,2178,0
30468,41562,1
30468,61651,2
30468,10484,3
30462,8730,0
30462,1002,1
30462,5118,2
30462,8611,3
30516,1141,0
30516,573067,1
30516,144437,2
30516,920029,3
30478,9132,0
30478,3004,1
30478,2754,2
30478,1969,3
30443,122240533,0
30443,12202789,1
30443,784978,2
30443,689428,3
30479,3676,0
30479,11811085,1
30479,1077305,2
30479,103,3
30549,23541,0
30549,362,1
30549,1259,2
30549,15891,3
30461,684580,0
30461,573855,1
30461,11666873,2
30461,5467,3
30555,11621971,0
30555,335181,1
30555,6512,2
30555,949426,3
30524,540624,0
30524,388261,1
30524,305829,2
30524,388811,3
30505,25538,0
30505,25542,1
30505,28490,2
30505,27929,3
30616,9607,0
30616,2500,1
30616,1093,2
30616,2032,3
30306,19850,0
30306,36605,1
30306,154187,2
30306,179319,3
30567,34516,0
30567,193049,1
30567,11474,2
30567,104280,3
30580,362301,0
30580,715301,1
30580,435848,2
30580,357129,3
30609,2869,0
30609,483,1
30609,31574,2
30609,1607,3
30626,693,0
30626,64,1
30626,2572,2
30626,108,3
30648,416035,0
30648,136,1
30648,360467,2
30648,988209,3
30566,299060,0
30566,169772,1
30566,329426,2
30566,342168,3
30615,847597,0
30615,68946,1
30615,275931,2
30615,698646,3
30637,48271,0
30637,3482,1
30637,104,2
30637,945,3
30655,588,0
30655,16589,1
30655,1200,2
30655,4547,3
30638,230101,0
30638,1649,1
30638,694168,2
30638,726995,3
30618,447525,0
30618,1037562,1
30618,11820740,2
30618,719432,3
30685,693,0
30685,6023,1
30685,7350,2
30685,7344,3
30665,22722,0
30665,42273,1
30665,22013,2
30665,18394,3
30647,13988,0
30647,30785,1
30647,814271,2
30647,10674,3
30530,187321,0
30530,50365,1
30530,931,2
30530,2296,3
30692,797,0
30692,2063,1
30692,2002,2
30692,180,3
30700,13510,0
30700,89623,1
30700,2586,2
30700,29228,3
30495,797,0
30495,218035,1
30495,869107,2
30495,122224057,3
30703,9874,0
30703,13306,1
30703,35205,2
30703,20141,3
30651,154885,0
30651,110256,1
30651,95692,2
30651,6294,3
30684,1328,0
30684,2,1
30684,3467,2
30684,267684,3
30706,22911,0
30706,700,1
30706,308,2
30706,134,3
30702,16048,0
30702,16061,1
30702,150936,2
30702,819,3
30732,383518,0
30732,277132,1
30732,415,2
30732,1168,3
30581,317371,0
30581,331,1
30581,235813,2
30581,578396,3
30717,620,0
30717,1014,1
30717,624,2
30717,623,3
30716,188183,0
30716,2021,1
30716,24894,2
30716,64,3
30662,695,0
30662,1980,1
30662,797,2
30662,2898,3
30741,3650,0
30741,139018,1
30741,2722,2
30741,4224,3
30719,777667,0
30719,1093,1
30719,620859,2
30719,1034261,3
30760,35482,0
30760,995,1
30760,20757,2
30760,1127,3
30696,11976801,0
30696,813753,1
30696,1168307,2
30696,122236624,3
30770,972,0
30770,162124,1
30770,9756,2
30770,55419,3
30740,41482,0
30740,445339,1
30740,358432,2
30740,524809,3
30763,11896060,0
30763,11879208,1
30763,11609854,2
30763,855151,3
30730,11652829,0
30730,12170401,1
30730,673462,2
30730,972,3
30806,3,0
30806,7,1
30806,1151,2
30806,110,3
30805,1291,0
30805,346,1
30805,175390,2
30805,1651,3
30742,1110954,0
30742,357548,1
30742,668035,2
30742,385881,3
30784,335692,0
30784,10058,1
30784,289917,2
30784,312288,3
30773,4928,0
30773,12021696,1
30773,161343,2
30773,816541,3
30811,348,0
30811,817,1
30811,314,2
30811,64,3
30748,716,0
30748,717,1
30748,651,2
30748,715,3
30825,717,0
30825,4707,1
30825,2318,2
30825,4130,3
30782,134359,0
30782,1220,1
30782,16048,2
30782,60031,3
30836,819,0
30836,9511,1
30836,10176,2
30836,943,3
30868,221,0
30868,5642,1
30868,3347,2
30868,2452,3
30856,108,0
30856,248,1
30856,358,2
30856,359,3
30884,1774,0
30884,15560,1
30884,1776,2
30884,1,3
30865,516291,0
30865,328,1
30865,926773,2
30865,613339,3
30799,591605,0
30799,8063,1
30799,866308,2
30799,21049,3
30860,3074,0
30860,531968,1
30860,7,2
30860,103,3
30575,1679,0
30575,9222,1
30575,14071,2
30575,14073,3
30895,1640,0
30895,103,1
30895,102,2
30895,2662,3
30879,693,0
30879,134,1
30879,2006,2
30879,12,3
30882,397945,0
30882,456053,1
30882,411739,2
30882,320531,3
30888,357,0
30888,359,1
30888,108,2
30888,1200,3
30886,4031,0
30886,2572,1
30886,4024,2
30886,3011,3
30892,5661,0
30892,347171,1
30892,181554,2
30892,352068,3
30932,674,0
30932,67370,1
30932,1632,2
30932,1632,3
30907,2070,0
30907,137,1
30907,1200,2
30907,1124,3
30881,620,0
30881,1014,1
30881,624,2
30881,624,3
30885,837,0
30885,843,1
30885,151,2
30885,157,3
30924,887,0
30924,476,1
30924,469,2
30924,1259,3
30934,5314,0
30934,30464,1
30934,2278,2
30934,6727,3
30917,370,0
30917,16129,1
30917,1114,2
30917,3422,3
30943,650529,0
30943,11767950,1
30943,37684,2
30943,1873,3
30949,4171,0
30949,2460,1
30949,44150,2
30949,1055,3
30970,878,0
30970,347,1
30970,1858,2
30970,4331,3
30969,1009,0
30969,4761,1
30969,4763,2
30969,5867,3
30863,11937412,0
30863,11686889,1
30863,11998006,2
30863,878994,3
30933,763,0
30933,1090,1
30933,630676,2
30933,396023,3
30848,25522,0
30848,29810,1
30848,25803,2
30848,1258,3
31004,74729,0
31004,609,1
31004,180,2
31004,797,3
30978,2051,0
30978,12523,1
30978,17597,2
30978,3040,3
30962,11964350,0
30962,694883,1
30962,747864,2
30962,950164,3
30997,1338,0
30997,2922,1
30997,84158,2
30997,2128,3
31028,108,0
31028,357,1
31028,358,2
31028,355,3
31031,583673,0
31031,592458,1
31031,592460,2
31031,598730,3
30985,26029,0
30985,18562,1
30985,1370,2
30985,248,3
30954,273,0
30954,49,1
30954,48,2
30954,567,3
31039,172326,0
31039,1284874,1
31039,573067,2
31039,7281,3
31047,1105,0
31047,2318,1
31047,1736,2
31047,994,3
31009,376966,0
31009,10489,1
31009,10488,2
31009,10487,3
31060,208655,0
31060,4474,1
31060,923,2
31060,22161,3
31073,3799,0
31073,19708,1
31073,357,2
31073,108,3
31082,1295,0
31082,940,1
31082,1549,2
31082,7896,3
30948,564587,0
30948,456054,1
30948,393665,2
30948,328079,3
31059,670085,0
31059,598401,1
31059,776816,2
31059,747864,3
31086,335177,0
31086,369382,1
31086,292264,2
31086,192309,3
31080,462,0
31080,474,1
31080,998,2
31080,853010,3
31089,190381,0
31089,31006,1
31089,1281673,2
31089,11919822,3
31104,28157,0
31104,6532,1
31104,6539,2
31104,6542,3
31072,241668,0
31072,542,1
31072,37766,2
31072,97337,3
31094,1202,0
31094,11927296,1
31094,12224749,2
31094,943,3
31109,12031551,0
31109,1206,1
31109,11886254,2
31109,12094491,3
31058,770772,0
31058,11690443,1
31058,880429,2
31058,11693957,3
31091,803,0
31091,1243,1
31091,944,2
31091,1838,3
31137,2984,0
31137,12498,1
31137,10391,2
31137,12494,3
31133,1262,0
31133,1499,1
31133,1229,2
31133,180,3
31115,298210,0
31115,108,1
31115,357,2
31115,358,3
30946,122259742,0
30946,11905393,1
30946,122222759,2
30946,12241901,3
31125,12100271,0
31125,11869665,1
31125,393283,2
31125,811538,3
31134,4562,0
31134,53345,1
31134,5795,2
31134,14130,3
31144,592499,0
31144,435327,1
31144,836022,2
31144,793311,3
31141,3636,0
31141,3,1
31141,408968,2
31141,291586,3
31128,12025924,0
31128,11750096,1
31128,12089782,2
31128,12081782,3
31153,141,0
31153,3248,1
31153,2827,2
31153,37259,3
31193,1434,0
31193,1993,1
31193,1836,2
31193,752,3
31158,274997,0
31158,43647,1
31158,573,2
31158,75623,3
31159,912,0
31159,40869,1
31159,1696,2
31159,1194,3
31164,3369,0
31164,681,1
31164,1161,2
31164,1233,3
31178,190429,0
31178,95122,1
31178,240809,2
31178,133552,3
31155,853480,0
31155,528176,1
31155,347173,2
31155,596426,3
31183,588,0
31183,694,1
31183,599,2
31183,2694,3
31197,106685,0
31197,57375,1
31197,54127,2
31197,14888,3
31248,123760,0
31248,253646,1
31248,392350,2
31248,14560,3
31236,116820,0
31236,96881,1
31236,97797,2
31236,145,3
31239,716,0
31239,715,1
31239,212641,2
31239,179319,3
31203,433102,0
31203,154,1
31203,150,2
31203,152,3
31287,267398,0
31287,2686,1
31287,7,2
31287,534,3
31230,108,0
31230,357,1
31230,639,2
31230,359,3
31281,77964,0
31281,47584,1
31281,5379,2
31281,14258,3
31299,1802,0
31299,110497,1
31299,975,2
31299,37388,3
31227,3181,0
31227,4704,1
31227,114,2
31227,1795,3
30397,11708259,0
30397,12134984,1
30397,122267260,2
30397,122267262,3
31346,221,0
31346,18233,1
31346,122850,2
31346,183,3
31295,19010,0
31295,1350,1
31295,1348,2
31295,1345,3
31097,1277980,0
31097,1259707,1
31097,1231680,2
31097,883492,3
31256,179987,0
31256,1696,1
31256,21967,2
31256,13015,3
31318,84,0
31318,9475,1
31318,17724,2
31318,1115,3
31260,694,0
31260,715,1
31260,716,2
31260,717,3
31315,106468,0
31315,32532,1
31315,116842,2
31315,1009,3
31307,2222,0
31307,1194,1
31307,134,2
31307,1122,3
31355,109107,0
31355,68244,1
31355,68240,2
31355,1194,3
31338,214,0
31338,763,1
31338,462,2
31338,331,3
31359,43941,0
31359,2,1
31359,56,2
31359,473,3
31308,1635,0
31308,1090,1
31308,357,2
31308,359,3
31381,2040,0
31381,55,1
31381,905,2
31381,2144,3
31407,321688,0
31407,4744,1
31407,542437,2
31407,369594,3
31368,893,0
31368,302105,1
31368,777443,2
31368,906903,3
31406,1082,0
31406,383154,1
31406,711118,2
31406,11861291,3
31371,336341,0
31371,357,1
31371,359,2
31371,108,3
31360,16048,0
31360,863517,1
31360,777445,2
31360,693234,3
31422,219,0
31422,150936,1
31422,16048,2
31422,1590,3
31402,84,0
31402,1789,1
31402,13,2
31402,459,3
31441,26242,0
31441,14939,1
31441,5443,2
31441,5329,3
31425,70740,0
31425,113914,1
31425,613852,2
31425,996,3
31392,356,0
31392,34567,1
31392,1736,2
31392,3687,3
31388,622,0
31388,959,1
31388,630,2
31388,1018,3
31348,1099,0
31348,464,1
31348,1097,2
31348,462,3
31418,589237,0
31418,328784,1
31418,346257,2
31418,330710,3
31454,8449,0
31454,13,1
31454,580,2
31454,1068,3
31446,11910316,0
31446,729575,1
31446,799775,2
31446,806744,3
31468,1193977,0
31468,656,1
31468,303042,2
31468,1034949,3
31444,522183,0
31444,308076,1
31444,372453,2
31444,541951,3
31477,148768,0
31477,76845,1
31477,196322,2
31477,1547,3
31495,273,0
31495,878782,1
31495,734537,2
31495,4154,3
31543,3361,0
31543,779,1
31543,3310,2
31543,781,3
31504,402961,0
31504,5165,1
31504,103,2
31504,21233,3
31377,12216810,0
31377,12163556,1
31377,1007391,2
31377,12134779,3
31544,21380,0
31544,8571,1
31544,2460,2
31544,1131,3
31497,775597,0
31497,1019173,1
31497,793659,2
31497,44824,3
31472,147209,0
31472,49,1
31472,567,2
31472,48,3
31443,747864,0
31443,11877321,1
31443,814564,2
31443,1335,3
31529,47,0
31529,64,1
31529,16048,2
31529,40983,3
31557,812965,0
31557,22264,1
31557,4978,2
31557,57,3
